================================================================================
MARINE SOUND CATALOG — Galápagos Hydrophone Recordings
================================================================================

──────────────────────────────────────────────────────────────────────
FILE: 5783.040122170635.wav
  Unit: 5783  |  Recorded: 2004-01-22 17:06:35
  Segments: 121

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
   01:20-01:30  mixed soundscape           ambient          Speech                     -1.000
   01:30-01:40  mixed soundscape           ambient          Speech                     -1.000
   01:40-01:50  mixed soundscape           unknown          Speech                     -1.000
   01:50-02:00  mixed soundscape           ambient          Speech                     -1.000
   02:00-02:10  mixed soundscape           ambient          Speech                     -1.000
   02:10-02:20  mixed soundscape           unknown          Speech                     -1.000
   02:20-02:30  mixed soundscape           ambient          Speech                     -1.000
   02:30-02:40  mixed soundscape           ambient          Speech                     -1.000
   02:40-02:50  mixed soundscape           anthropogenic    Speech                     -1.000
   02:50-03:00  mixed soundscape           ambient          Speech                     -1.000
   03:00-03:10  mixed soundscape           ambient          Silence                    -1.000
   03:10-03:20  mixed soundscape           ambient          Speech                     -1.000
   03:20-03:30  mixed soundscape           ambient          Speech                     -1.000
   03:30-03:40  mixed soundscape           ambient          Speech                     -1.000
   03:40-03:50  mixed soundscape           ambient          Speech                     -1.000
   03:50-04:00  mixed soundscape           unknown          Speech                     -1.000
   04:00-04:10  mixed soundscape           ambient          Speech                     -1.000
   04:10-04:20  mixed soundscape           ambient          Speech                     -1.000
   04:20-04:30  mixed soundscape           anthropogenic    Speech                     -1.000
   04:30-04:40  mixed soundscape           unknown          Speech                     -1.000
   04:40-04:50  mixed soundscape           ambient          Speech                     -1.000
   04:50-05:00  mixed soundscape           ambient          Speech                     -1.000
   05:00-05:10  mixed soundscape           ambient          Speech                     -1.000
   05:10-05:20  vessel noise               ambient          Speech                     -1.000
   05:20-05:30  vessel noise               ambient          Silence                    -1.000
   05:30-05:40  mixed soundscape           ambient          Speech                     -1.000
   05:40-05:50  mixed soundscape           ambient          Speech                     -1.000
   05:50-06:00  mixed soundscape           biological       Speech                     -1.000
   06:00-06:10  mixed soundscape           ambient          Silence                    -1.000
   06:10-06:20  mixed soundscape           ambient          Speech                     -1.000
   06:20-06:30  mixed soundscape           ambient          Speech                     -1.000
   06:30-06:40  mixed soundscape           ambient          Silence                    -1.000
   06:40-06:50  mixed soundscape           ambient          Speech                     -1.000
   06:50-07:00  mixed soundscape           biological       Speech                     -1.000
   07:00-07:10  mixed soundscape           ambient          Speech                     -1.000
   07:10-07:20  mixed soundscape           ambient          Speech                     -1.000
   07:20-07:30  mixed soundscape           ambient          Speech                     -1.000
   07:30-07:40  mixed soundscape           anthropogenic    Speech                     -1.000
   07:40-07:50  mixed soundscape           anthropogenic    Speech                     -1.000
   07:50-08:00  mixed soundscape           unknown          Speech                     -1.000
   08:00-08:10  mixed soundscape           biological       Speech                     -1.000
   08:10-08:20  mixed soundscape           ambient          Speech                     -1.000
   08:20-08:30  mixed soundscape           ambient          Speech                     -1.000
   08:30-08:40  mixed soundscape           ambient          Silence                    -1.000
   08:40-08:50  mixed soundscape           biological       Speech                     -1.000
   08:50-09:00  mixed soundscape           ambient          Speech                     -1.000
   09:00-09:10  mixed soundscape           ambient          Speech                     -1.000
   09:10-09:20  mixed soundscape           ambient          Speech                     -1.000
   09:20-09:30  mixed soundscape           ambient          Speech                     -1.000
   09:30-09:40  mixed soundscape           ambient          Speech                     -1.000
   09:40-09:50  mixed soundscape           ambient          Silence                    -1.000
   09:50-10:00  mixed soundscape           ambient          Silence                    -1.000

──────────────────────────────────────────────────────────────────────
FILE: 190806_3761.wav
  Unit: pilot  |  Recorded: 2019-08-06
  Segments: 30

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
  ────────────  ─────────────────────────  ───────────────  ─────────────────────────  ──────
   00:00-00:10  mixed soundscape           unknown          Silence                    -0.981
   00:10-00:20  mixed soundscape           ambient          Silence                    -0.826
   00:20-00:30  mixed soundscape           ambient          Silence                    -0.801
   00:30-00:40  mixed soundscape           ambient          Silence                    -0.731
   00:40-00:50  mixed soundscape           ambient          Silence                    -0.804
   00:50-01:00  mixed soundscape           ambient          Silence                    -0.806
   01:00-01:10  mixed soundscape           ambient          Silence                    -0.854
   01:10-01:20  mixed soundscape           ambient          Silence                    -0.852
   01:20-01:30  mixed soundscape           unknown          Silence                    -0.958
   01:30-01:40  mixed soundscape           ambient          Silence                    -0.899
   01:40-01:50  mixed soundscape           ambient          Silence                    -0.830
   01:50-02:00  mixed soundscape           ambient          Silence                    -0.786
   02:00-02:10  mixed soundscape           unknown          Silence                    -0.878
   02:10-02:20  mixed soundscape           unknown          Drawer open or close       -0.979
   02:20-02:30  mixed soundscape           biological       Sliding door               -0.992
   02:30-02:40  mixed soundscape           biological       Silence                    -0.964
   02:40-02:50  mixed soundscape           ambient          Silence                    -0.793
   02:50-03:00  mixed soundscape           ambient          Silence                    -0.829
   03:00-03:10  mixed soundscape           ambient          Silence                    -0.790
   03:10-03:20  mixed soundscape           ambient          Silence                    -0.785
   03:20-03:30  mixed soundscape           unknown          Silence                    -0.927
   03:30-03:40  mixed soundscape           unknown          Silence                    -0.942
   03:40-03:50  mixed soundscape           biological       Animal                     -0.979
   03:50-04:00  mixed soundscape           unknown          Silence                    -0.943
   04:00-04:10  mixed soundscape           ambient          Silence                    -0.742
   04:10-04:20  mixed soundscape           ambient          Silence                    -0.778
   04:20-04:30  mixed soundscape           ambient          Silence                    -0.765
   04:30-04:40  mixed soundscape           ambient          Silence                    -0.765
   04:40-04:50  mixed soundscape           ambient          Silence                    -0.778
   04:50-05:00  mixed soundscape           ambient          White noise                -0.718

──────────────────────────────────────────────────────────────────────
FILE: 190807_3941.wav
  Unit: pilot  |  Recorded: 2019-08-07
  Segments: 30

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
  ────────────  ─────────────────────────  ───────────────  ─────────────────────────  ──────
   00:00-00:10  moderate biological        ambient          Raindrop                   -0.951
   00:10-00:20  moderate biological        biological       Rain                       -0.980
   00:20-00:30  moderate biological        biological       Rain                       -0.976
   00:30-00:40  moderate biological        ambient          Rain                       -0.979
   00:40-00:50  moderate biological        unknown          Sizzle                     -0.966
   00:50-01:00  vessel noise               ambient          Rain                       -0.987
   01:00-01:10  moderate biological        ambient          Rain                       -0.969
   01:10-01:20  moderate biological        biological       Raindrop                   -0.955
   01:20-01:30  vessel noise               anthropogenic    Rain                       -0.994
   01:30-01:40  vessel noise               anthropogenic    Rain                       -0.992
   01:40-01:50  moderate biological        biological       Animal                     -0.956
   01:50-02:00  moderate biological        biological       Clip-clop                  -0.961
   02:00-02:10  moderate biological        biological       Raindrop                   -0.952
   02:10-02:20  moderate biological        unknown          Frying (food)              -0.943
   02:20-02:30  moderate biological        unknown          Frying (food)              -0.945
   02:30-02:40  moderate biological        unknown          Frying (food)              -0.941
   02:40-02:50  moderate biological        unknown          Rain                       -0.945
   02:50-03:00  moderate biological        unknown          Frying (food)              -0.948
   03:00-03:10  moderate biological        biological       Frying (food)              -0.947
   03:10-03:20  moderate biological        unknown          Frying (food)              -0.947
   03:20-03:30  moderate biological        unknown          Frying (food)              -0.962
   03:30-03:40  moderate biological        biological       Boiling                    -0.969
   03:40-03:50  moderate biological        biological       Sizzle                     -0.959
   03:50-04:00  vessel noise               anthropogenic    Vehicle                    -0.998
   04:00-04:10  vessel noise               anthropogenic    Rain                       -0.993
   04:10-04:20  moderate biological        biological       Animal                     -0.961
   04:20-04:30  moderate biological        biological       Rain                       -0.948
   04:30-04:40  moderate biological        biological       Frying (food)              -0.953
   04:40-04:50  moderate biological        biological       Sizzle                     -0.949
   04:50-05:00  moderate biological        biological       Raindrop                   -0.951

──────────────────────────────────────────────────────────────────────
FILE: 190808_4229.wav
  Unit: pilot  |  Recorded: 2019-08-08
  Segments: 30

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
  ────────────  ─────────────────────────  ───────────────  ─────────────────────────  ──────
   00:00-00:10  vessel noise               anthropogenic    Vehicle                    -0.988
   00:10-00:20  moderate biological        ambient          Thunder                    -0.980
   00:20-00:30  moderate biological        biological       Animal                     -0.964
   00:30-00:40  moderate biological        biological       Rain                       -0.971
   00:40-00:50  moderate biological        ambient          Rain                       -0.976
   00:50-01:00  mixed soundscape           biological       Rain                       -0.951
   01:00-01:10  moderate biological        ambient          Rain                       -0.987
   01:10-01:20  mixed soundscape           unknown          Patter                     -0.944
   01:20-01:30  moderate biological        biological       Patter                     -0.957
   01:30-01:40  moderate biological        biological       Rain                       -0.967
   01:40-01:50  mixed soundscape           biological       Raindrop                   -0.914
   01:50-02:00  moderate biological        biological       Rain                       -0.967
   02:00-02:10  moderate biological        biological       Rain                       -0.974
   02:10-02:20  mixed soundscape           biological       Patter                     -0.945
   02:20-02:30  moderate biological        ambient          Rain                       -0.987
   02:30-02:40  mixed soundscape           biological       Rain                       -0.936
   02:40-02:50  moderate biological        ambient          Rain                       -0.984
   02:50-03:00  mixed soundscape           biological       Rain                       -0.951
   03:00-03:10  mixed soundscape           biological       Rain                       -0.947
   03:10-03:20  mixed soundscape           biological       Rain                       -0.933
   03:20-03:30  moderate biological        biological       Rain                       -0.981
   03:30-03:40  moderate biological        ambient          Rain                       -0.982
   03:40-03:50  moderate biological        biological       Rain                       -0.992
   03:50-04:00  mixed soundscape           biological       Rain                       -0.942
   04:00-04:10  mixed soundscape           biological       Rain                       -0.940
   04:10-04:20  moderate biological        ambient          Rain                       -0.980
   04:20-04:30  mixed soundscape           biological       Patter                     -0.906
   04:30-04:40  moderate biological        biological       Rain                       -0.986
   04:40-04:50  mixed soundscape           ambient          Rain                       -0.908
   04:50-05:00  moderate biological        biological       Rain                       -0.990

──────────────────────────────────────────────────────────────────────
FILE: 201010_5885.wav
  Unit: pilot  |  Recorded: 2020-10-10
  Segments: 30

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
  ────────────  ─────────────────────────  ───────────────  ─────────────────────────  ──────
   00:00-00:10  mixed soundscape           unknown          Frying (food)              -0.449
   00:10-00:20  mixed soundscape           unknown          Frying (food)              -0.406
   00:20-00:30  biological (shrimp/reef/fish)  unknown          Frying (food)              -0.019
   00:30-00:40  biological (shrimp/reef/fish)  unknown          Frying (food)               0.270
   00:40-00:50  biological (shrimp/reef/fish)  unknown          Frying (food)              -0.087
   00:50-01:00  mixed soundscape           ambient          Water                      -0.721
   01:00-01:10  mixed soundscape           anthropogenic    Engine                     -0.871
   01:10-01:20  mixed soundscape           unknown          Frying (food)              -0.233
   01:20-01:30  mixed soundscape           unknown          Frying (food)              -0.332
   01:30-01:40  mixed soundscape           unknown          Frying (food)              -0.353
   01:40-01:50  mixed soundscape           unknown          Frying (food)              -0.286
   01:50-02:00  biological (shrimp/reef/fish)  unknown          Frying (food)              -0.179
   02:00-02:10  biological (shrimp/reef/fish)  unknown          Frying (food)               0.126
   02:10-02:20  biological (shrimp/reef/fish)  unknown          Frying (food)               0.226
   02:20-02:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.555
   02:30-02:40  biological (shrimp/reef/fish)  unknown          Frying (food)               0.092
   02:40-02:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.325
   02:50-03:00  mixed soundscape           unknown          Frying (food)              -0.918
   03:00-03:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.581
   03:10-03:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.707
   03:20-03:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.702
   03:30-03:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.416
   03:40-03:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.767
   03:50-04:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.699
   04:00-04:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.751
   04:10-04:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.802
   04:20-04:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.527
   04:30-04:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.551
   04:40-04:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.472
   04:50-05:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.433

──────────────────────────────────────────────────────────────────────
FILE: 201010_5899.wav
  Unit: pilot  |  Recorded: 2020-10-10
  Segments: 30

          Time  Acoustic Label             PANNs Category   PANNs Top Sound              NDSI
  ────────────  ─────────────────────────  ───────────────  ─────────────────────────  ──────
   00:00-00:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.743
   00:10-00:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.752
   00:20-00:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.754
   00:30-00:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.744
   00:40-00:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.729
   00:50-01:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.749
   01:00-01:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.759
   01:10-01:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.719
   01:20-01:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.683
   01:30-01:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.719
   01:40-01:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.737
   01:50-02:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.712
   02:00-02:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.771
   02:10-02:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.725
   02:20-02:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.733
   02:30-02:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.676
   02:40-02:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.694
   02:50-03:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.723
   03:00-03:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.654
   03:10-03:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.654
   03:20-03:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.737
   03:30-03:40  strong biological (reef/shrimp)  unknown          Frying (food)               0.715
   03:40-03:50  strong biological (reef/shrimp)  unknown          Frying (food)               0.521
   03:50-04:00  strong biological (reef/shrimp)  unknown          Frying (food)               0.648
   04:00-04:10  strong biological (reef/shrimp)  unknown          Frying (food)               0.606
   04:10-04:20  strong biological (reef/shrimp)  unknown          Frying (food)               0.537
   04:20-04:30  strong biological (reef/shrimp)  unknown          Frying (food)               0.345
   04:30-04:40  biological (shrimp/reef/fish)  ambient          Frying (food)              -0.009
   04:40-04:50  mixed soundscape           anthropogenic    Water                      -0.367
   04:50-05:00  mixed soundscape           unknown          Ratchet, pawl              -0.620
